Na'vi,IPA,Part of speech,English,Audio URL,Audio local URL
momek,[ˈmo.mɛk̚],adj. ,"hollow, not solid",https://s.learnnavi.org/audio/vocab/9940.mp3,9940.mp3
mong,[m·oŋ],vtr. ,"depend on, rely on, trust for protection",https://s.learnnavi.org/audio/vocab/8984.mp3,8984.mp3
mowan,[mo.ˈwan],adj. ,"pleasing, enjoyable (physically, sexually)",https://s.learnnavi.org/audio/vocab/4704.mp3,4704.mp3
mowar,[mo.ˈwaɾ],n. ,"advice, bit or piece of advice",https://s.learnnavi.org/audio/vocab/10008.mp3,10008.mp3
mowar si,[mo.ˈwaɾ s·i],vin. ,advise,https://s.learnnavi.org/audio/vocab/10012.mp3,10012.mp3
mowarsiyu,[mo.ˈwaɾ.si.ju],n. ,advisor,https://s.learnnavi.org/audio/vocab/10016.mp3,10016.mp3
mrr,[mṛ],num. ,five,https://s.learnnavi.org/audio/vocab/4312.mp3,4312.mp3
mrrpxì,[mṛ.ˈp'ɪ],n. ,one-fifth,https://s.learnnavi.org/audio/vocab/13160.mp3,13160.mp3
mrrtrr,[ˈmṛ.tṛ],n. ,five day work week,https://s.learnnavi.org/audio/vocab/7432.mp3,7432.mp3
mrrve,[ˈmṛ.vɛ],adj. ,fifth (ordinal),https://s.learnnavi.org/audio/vocab/5620.mp3,5620.mp3
mu'ni,[ˈm·uʔ.n·i],vtr. ,"accomplish, achieve",https://s.learnnavi.org/audio/vocab/13222.mp3,13222.mp3
muiä,[mu.ˈi.æ],adj. ,"proper, fair, right, justified",https://s.learnnavi.org/audio/vocab/1144.mp3,1144.mp3
mulpxar,[mul.ˈp'aɾ],n. ,roosterhead plant,https://s.learnnavi.org/audio/vocab/5740.mp3,5740.mp3
mun'i,[m·un.ˈʔ·i],vtr. ,cut,https://s.learnnavi.org/audio/vocab/1148.mp3,1148.mp3
mune,[ˈmu.nɛ],num. ,two,https://s.learnnavi.org/audio/vocab/1152.mp3,1152.mp3
munge,[ˈm·u.ŋ·ɛ],vtr. ,"take, bring",https://s.learnnavi.org/audio/vocab/1156.mp3,1156.mp3
mungsye,[ˈm·uŋ.sjɛ],vin. ,inhale,https://s.learnnavi.org/audio/vocab/13208.mp3,13208.mp3
mungwrr,[muŋ.ˈwṛ],adp. ,except,https://s.learnnavi.org/audio/vocab/1160.mp3,1160.mp3
mungwrrtxo,[muŋ.ˈwṛ.t'o],conj. ,"unless, except if (usually used with subjunctive )",https://s.learnnavi.org/audio/vocab/13139.mp3,13139.mp3
munsna,[ˈmun.sna],n. ,pair,https://s.learnnavi.org/audio/vocab/9136.mp3,9136.mp3
muntrr,[ˈmun.tṛ],n. ,weekend,https://s.learnnavi.org/audio/vocab/7436.mp3,7436.mp3
muntrram,[ˈmun.tṛ.am],n. ,last weekend,https://s.learnnavi.org/audio/vocab/7448.mp3,7448.mp3
muntrray,[ˈmun.tṛ.aj],n. ,next weekend,https://s.learnnavi.org/audio/vocab/7452.mp3,7452.mp3
muntxa,[mun.ˈt'a],adj. ,"mated, married",https://s.learnnavi.org/audio/vocab/1164.mp3,1164.mp3
muntxa si,[mun.ˈt'a ˈs·i],vin. ,"mate (with someone), marry",https://s.learnnavi.org/audio/vocab/3776.mp3,3776.mp3
muntxatan,[mun.ˈt'a.tan],n. ,"husband, male spouse",https://s.learnnavi.org/audio/vocab/6316.mp3,6316.mp3
muntxate,[mun.ˈt'a.tɛ],n. ,"wife, female spouse",https://s.learnnavi.org/audio/vocab/6320.mp3,6320.mp3
muntxatu,[mun.ˈt'a.tu],n. ,spouse,https://s.learnnavi.org/audio/vocab/6312.mp3,6312.mp3
muve,[ˈmu.vɛ],adj. ,second (ordinal),https://s.learnnavi.org/audio/vocab/5608.mp3,5608.mp3
muwìntxu,[mu.w·ɪn.ˈt'·u],vtr. ,"introduce, present",https://s.learnnavi.org/audio/vocab/6740.mp3,6740.mp3
na,[na],adp. ,"like, as",https://s.learnnavi.org/audio/vocab/1168.mp3,1168.mp3
na'rìng,[ˈnaʔ.ɾɪŋ],n. ,forest,https://s.learnnavi.org/audio/vocab/1172.mp3,1172.mp3
Na'vi,[ˈnaʔ.vi],prop.n. ,"the People, indigenous Pandoran sentient race",https://s.learnnavi.org/audio/vocab/1176.mp3,1176.mp3
naer,[na.ˈɛɾ],n. ,"drink, something able to be drunk",https://s.learnnavi.org/audio/vocab/6548.mp3,6548.mp3
nafì'u,[na.fɪ.ˈʔu],adj. ,such,https://s.learnnavi.org/audio/vocab/5992.mp3,5992.mp3
nafpawng,[na.ˈfpawŋ],adv. ,"grievingly, with grief",https://s.learnnavi.org/audio/vocab/11592.mp3,11592.mp3
näk,[n·æk̚],vtr. ,drink,https://s.learnnavi.org/audio/vocab/3780.mp3,3780.mp3
nalutsa,[na.ˈlu.t͡sa],n. ,large armored whalelike sea creature,https://s.learnnavi.org/audio/vocab/13024.mp3,13024.mp3
nam'ake,[nam.ˈʔa.kɛ],adv. ,confidently,https://s.learnnavi.org/audio/vocab/8864.mp3,8864.mp3
nän,[n·æn],vin. ,decrease,https://s.learnnavi.org/audio/vocab/8520.mp3,8520.mp3
nang,[naŋ],part. ,"surprise, exclamation, encouragement (mirative)",https://s.learnnavi.org/audio/vocab/1180.mp3,1180.mp3
nantang,[ˈnan.taŋ],n. ,"viperwolf Caniferratus costatus, striped armored wolf",https://s.learnnavi.org/audio/vocab/1184.mp3,1184.mp3
nantangtsyìp,[ˈnan.taŋ.t͡sjɪp̚],n. ,dog (earth animal); lit. little nantang,https://s.learnnavi.org/audio/vocab/10968.mp3,10968.mp3
Naranawm,[naɾ.a.ˈnawm],prop.n. ,Polyphemus,https://s.learnnavi.org/audio/vocab/13067.mp3,13067.mp3
nari,[ˈna.ɾi],n. ,eye,https://s.learnnavi.org/audio/vocab/1188.mp3,1188.mp3
nari si,[ˈna.ɾi s·i],vin. ,"watch out, be careful",https://s.learnnavi.org/audio/vocab/1192.mp3,1192.mp3
narlor,[naɾ.ˈloɾ],adj. ,beautiful visually,https://s.learnnavi.org/audio/vocab/10260.mp3,10260.mp3
narvä',[naɾ.ˈvæʔ],adj. ,"ugly, unsightly",https://s.learnnavi.org/audio/vocab/10264.mp3,10264.mp3
natkenong,[nat.ˈkɛ.noŋ],conj. ,"for example, as an example",https://s.learnnavi.org/audio/vocab/6516.mp3,6516.mp3
natxu,[n·a.ˈt'·u],vtr. ,disapprove of,https://s.learnnavi.org/audio/vocab/13132.mp3,13132.mp3
nawang,[ˈn·a.w·aŋ],vin. ,"merge, become one with",https://s.learnnavi.org/audio/vocab/11752.mp3,11752.mp3
nawfwe,[naw.ˈfwɛ],adj. ,fluent (for speech),https://s.learnnavi.org/audio/vocab/10748.mp3,10748.mp3
nawm,[nawm],adj. ,"great, noble",https://s.learnnavi.org/audio/vocab/1196.mp3,1196.mp3
Nawmtoruktek,[nawm.ˈto.ɾuk.tɛk̚],prop.n. ,Toruk Makto Totem,https://s.learnnavi.org/audio/vocab/13068.mp3,13068.mp3
nawmtu,[ˈnawm.tu],n. ,"great person, noble person",https://s.learnnavi.org/audio/vocab/4604.mp3,4604.mp3
nawri,[ˈnaw.ɾi],adj. ,talented,https://s.learnnavi.org/audio/vocab/10460.mp3,10460.mp3
nayn,[najn],n. ,the symbol 9 (not the value nine),https://s.learnnavi.org/audio/vocab/5356.mp3,5356.mp3
ne,[nɛ],adp. ,"to, towards (direction)",https://s.learnnavi.org/audio/vocab/1200.mp3,1200.mp3
ne'ìm,[nɛ.ˈʔɪm],adv. ,back (direction),https://s.learnnavi.org/audio/vocab/1208.mp3,1208.mp3
nefä,[nɛ.ˈfæ],adv. ,up (direction),https://s.learnnavi.org/audio/vocab/4440.mp3,4440.mp3
nekll,[nɛ.ˈkḷ],adv. ,down (direction),https://s.learnnavi.org/audio/vocab/3976.mp3,3976.mp3
nekx,[n·ɛk'],vtr. ,"burn, consume",https://s.learnnavi.org/audio/vocab/1212.mp3,1212.mp3
nemfa,[ˈnɛm.fa],adp. ,"into, inside",https://s.learnnavi.org/audio/vocab/4036.mp3,4036.mp3
nemrey,[nɛm.ˈɾɛj],"adv., intj. ",in a fashion as if one's life were at stake,https://s.learnnavi.org/audio/vocab/7656.mp3,7656.mp3
neni,[ˈnɛ.ni],n. ,sand,https://s.learnnavi.org/audio/vocab/10080.mp3,10080.mp3
Neteyam,[nɛ.ˈtɛj.am],prop.n. ,Jake and Neytiri's first born son,https://s.learnnavi.org/audio/vocab/13069.mp3,13069.mp3
neto,[nɛ.ˈto],adv. ,away (direction),https://s.learnnavi.org/audio/vocab/1220.mp3,1220.mp3
netrìp,[ˈnɛt.ɾɪp̚],adv. ,"luckily, happily",https://s.learnnavi.org/audio/vocab/6324.mp3,6324.mp3
new,[n·ɛw],vtrm. ,want,https://s.learnnavi.org/audio/vocab/1224.mp3,1224.mp3
Newey,[nɛ.ˈwɛj],prop.n. ,female Na'vi,https://s.learnnavi.org/audio/vocab/13070.mp3,13070.mp3
newomum,[n·ɛw.ˈo.mum],svin. ,"be curious, want to know",https://s.learnnavi.org/audio/vocab/6328.mp3,6328.mp3
neympin,[ˈnɛjm.pin],n. ,light color,https://s.learnnavi.org/audio/vocab/6608.mp3,6608.mp3
neyn,[nɛjn],adj. ,"light colors, shades of white",https://s.learnnavi.org/audio/vocab/6572.mp3,6572.mp3
Neytiri,[nɛj.ˈti.ɾi],prop.n. ,female Na'vi of the Omatikaya Clan,https://s.learnnavi.org/audio/vocab/13071.mp3,13071.mp3
nì'al,[nɪ.ˈʔal],adv. ,wastefully,https://s.learnnavi.org/audio/vocab/10108.mp3,10108.mp3
nì'älek,[nɪ.ˈʔæ.lɛk̚],adv. ,"determinedly, with determination",https://s.learnnavi.org/audio/vocab/13274.mp3,13274.mp3
nì'aw,[nɪ.ˈʔaw],adv. ,only,https://s.learnnavi.org/audio/vocab/1244.mp3,1244.mp3
nì'awtu,[nɪ.ˈʔaw.tu],adv. ,alone (as one person),https://s.learnnavi.org/audio/vocab/1252.mp3,1252.mp3
nì'awve,[nɪ.ˈʔaw.vɛ],adv. ,first,https://s.learnnavi.org/audio/vocab/1256.mp3,1256.mp3
nì'en,[nɪ.ˈʔɛn],adv. ,"making an informed guess, acting on intuition",https://s.learnnavi.org/audio/vocab/7212.mp3,7212.mp3
nì'eng,[nɪ.ˈʔɛŋ],adv. ,"equally, on the same level",https://s.learnnavi.org/audio/vocab/6756.mp3,6756.mp3
nì'eoio,[nɪ.ˈʔɛ.o.i.o],adv. ,ceremoniously,https://s.learnnavi.org/audio/vocab/4404.mp3,4404.mp3
nì'eveng,[nɪ.ˈʔɛ.vɛŋ],adv. ,"like a child, immaturely",https://s.learnnavi.org/audio/vocab/6296.mp3,6296.mp3
nì'eyng,[nɪ.ˈʔɛjŋ],adv. ,"back, in response, in answer",https://s.learnnavi.org/audio/vocab/5176.mp3,5176.mp3
nì'i'a,[nɪ.ˈʔiʔ.a],adv. ,"finally, at long last",https://s.learnnavi.org/audio/vocab/5532.mp3,5532.mp3
nì'it,[nɪ.ˈʔit̚],adv. ,"a bit, a small amount (abstract)",https://s.learnnavi.org/audio/vocab/1260.mp3,1260.mp3
nì'o',[nɪ.ˈʔoʔ],adv. ,"in a manner which is enjoyable, enjoyably",https://s.learnnavi.org/audio/vocab/6916.mp3,6916.mp3
nì'ul,[nɪ.ˈʔul],adv. ,more,https://s.learnnavi.org/audio/vocab/1264.mp3,1264.mp3
nì'ul'ul,[nɪ.ˈʔul.ʔul],adv. ,"increasingly, more and more",https://s.learnnavi.org/audio/vocab/8528.mp3,8528.mp3
niä,[n·i.ˈ·æ],vtr. ,grab,https://s.learnnavi.org/audio/vocab/1232.mp3,1232.mp3
nìawnomum,[nɪ.aw.ˈno.mum],adv. ,"as you know, as is known (casual speech [naw.no.mum])",https://s.learnnavi.org/audio/vocab/1248.mp3,1248.mp3
nìayoeng,[nɪ.aj.ˈwɛŋ],adv. ,"like us, as we do (casual speech [naj.wEN])",https://s.learnnavi.org/audio/vocab/1268.mp3,1268.mp3
nìfe',[nɪ.ˈfɛʔ],adv. ,badly,https://s.learnnavi.org/audio/vocab/7756.mp3,7756.mp3
nìfkeytongay,[nɪ.fkɛj.to.ˈŋaj],adv. ,"actually, as a matter of fact",https://s.learnnavi.org/audio/vocab/10004.mp3,10004.mp3
nìfkrr,[nɪ.ˈfkṛ],adv. ,"lately, currently",https://s.learnnavi.org/audio/vocab/6876.mp3,6876.mp3
nìflä,[nɪ.ˈflæ],adv. ,successfully,https://s.learnnavi.org/audio/vocab/12969.mp3,12969.mp3
nìflrr,[nɪ.ˈflṛ],adv. ,"gently, tenderly",https://s.learnnavi.org/audio/vocab/9624.mp3,9624.mp3
nìfmokx,[nɪ.ˈfmok'],adv. ,"jealously, enviously",https://s.learnnavi.org/audio/vocab/8188.mp3,8188.mp3
nìfnu,[nɪ.ˈfnu],adv. ,silently,https://s.learnnavi.org/audio/vocab/9328.mp3,9328.mp3
nìfpxamo,[nɪ.ˈfp'a.mo],adv. ,"horribly, terribly, awfully",https://s.learnnavi.org/audio/vocab/11740.mp3,11740.mp3
nìfrakrr,[nɪ.ˈfɾa.kṛ],adv. ,as always,https://s.learnnavi.org/audio/vocab/7580.mp3,7580.mp3
nìFranse,[nɪ.ˈfɾan.sɛ],adv. ,French,https://s.learnnavi.org/audio/vocab/6784.mp3,6784.mp3
nìfrir,[nɪ.ˈfɾiɾ],adv. ,in layers,https://s.learnnavi.org/audio/vocab/11700.mp3,11700.mp3
nìftär,[nɪ.ˈftæɾ],adv. ,to the left,https://s.learnnavi.org/audio/vocab/9960.mp3,9960.mp3
nìftue,[nɪ.ˈftu.ɛ],adv. ,easily,https://s.learnnavi.org/audio/vocab/1272.mp3,1272.mp3
nìftxan,[nɪ.ˈft'an],adv. ,"so, to such an extent",https://s.learnnavi.org/audio/vocab/6988.mp3,6988.mp3
nìftxavang,[nɪ.ˈft'a.vaŋ],adv. ,"passionately, with all heart",https://s.learnnavi.org/audio/vocab/1276.mp3,1276.mp3
nìfwefwi,[nɪ.ˈfwɛ.fwi],adv. ,"by whistling, in a whistling manner",https://s.learnnavi.org/audio/vocab/8076.mp3,8076.mp3
nìfya'o,[nɪ.ˈfja.ʔo],adv. ,in a manner,https://s.learnnavi.org/audio/vocab/4396.mp3,4396.mp3
nìfyeyntu,[nɪ.ˈfjɛjn.tu],adv. ,"like an adult, maturely",https://s.learnnavi.org/audio/vocab/6292.mp3,6292.mp3
nìhawmpam,[nɪ.ˈhawm.pam],adv. ,noisily,https://s.learnnavi.org/audio/vocab/10248.mp3,10248.mp3
nìhawng,[nɪ.ˈhawŋ],adv. ,"too, excessively",https://s.learnnavi.org/audio/vocab/1280.mp3,1280.mp3
nìhay,[nɪ.ˈhaj],adv. ,next,https://s.learnnavi.org/audio/vocab/6944.mp3,6944.mp3
nìhek,[nɪ.ˈhɛk̚],adv. ,"strangely, oddly",https://s.learnnavi.org/audio/vocab/6284.mp3,6284.mp3
nìhìpey,[nɪ.ˈhɪ.pɛj],adv. ,hesitantly,https://s.learnnavi.org/audio/vocab/10804.mp3,10804.mp3
nìhoan,[nɪ.ˈho.an],adv. ,comfortably,https://s.learnnavi.org/audio/vocab/10664.mp3,10664.mp3
nìhoet,[nɪ.ˈho.ɛt̚],adv. ,"widely, pervasively",https://s.learnnavi.org/audio/vocab/8916.mp3,8916.mp3
nìhol,[nɪ.ˈhol],adv. ,"few, not many",https://s.learnnavi.org/audio/vocab/7540.mp3,7540.mp3
nìhona,[nɪ.ˈho.na],adv. ,"endearingly, sweetly",https://s.learnnavi.org/audio/vocab/8508.mp3,8508.mp3
nik,[nik̚],adj. ,"convenient, usable without much expenditure of effort",https://s.learnnavi.org/audio/vocab/10596.mp3,10596.mp3
nìk'ärìp,[nɪk.ˈʔæ.ɾɪp̚],adv. ,steadily,https://s.learnnavi.org/audio/vocab/8664.mp3,8664.mp3
nìk'ong,[nɪk.ˈʔoŋ],adv. ,slowly,https://s.learnnavi.org/audio/vocab/5964.mp3,5964.mp3
nìkakan,[nɪ.ˈka.kan],adv. ,roughly,https://s.learnnavi.org/audio/vocab/13267.mp3,13267.mp3
nìkanu,[nɪ.ˈka.nu],adv. ,"intelligently, in a smart way",https://s.learnnavi.org/audio/vocab/5180.mp3,5180.mp3
nìkeftxo,[nɪ.kɛ.ˈft'o],adv. ,"unfortunately, sadly",https://s.learnnavi.org/audio/vocab/5128.mp3,5128.mp3
nìkelkin,[nɪ.kɛl.ˈkin],adv. ,unnecessarily,https://s.learnnavi.org/audio/vocab/9640.mp3,9640.mp3
nìkemweypey,[nɪ.kɛm.ˈwɛj.pɛj],adv. ,impatiently,https://s.learnnavi.org/audio/vocab/9904.mp3,9904.mp3
nìklonu,[nɪk.lo.ˈnu],adv. ,"firmly, steadfastly, faithfully",https://s.learnnavi.org/audio/vocab/8668.mp3,8668.mp3
nìkmar,[nɪk.ˈmaɾ],adv. ,"in the right season, opportunely",https://s.learnnavi.org/audio/vocab/8196.mp3,8196.mp3
nikre,[ˈnik.ɾɛ],n. ,hair,https://s.learnnavi.org/audio/vocab/4472.mp3,4472.mp3
nikroi,[nik.ˈɾo.i],n. ,hair adornment,https://s.learnnavi.org/audio/vocab/7836.mp3,7836.mp3
nìksman,[nɪk.ˈsman],adv. ,wonderfully,https://s.learnnavi.org/audio/vocab/8096.mp3,8096.mp3
nìksran,[nɪk.ˈsɾan],adv. ,in a mediocre manner,https://s.learnnavi.org/audio/vocab/9280.mp3,9280.mp3
niktsyey,[ˈnik.t͡sjɛj],n. ,food wrap (food items wrapped in edible leaves or vines),https://s.learnnavi.org/audio/vocab/10600.mp3,10600.mp3
nìktungzup,[nɪk.tuŋ.ˈzup̚],adv. ,"carefully, firmly",https://s.learnnavi.org/audio/vocab/8672.mp3,8672.mp3
nìkx,[nɪk'],n. ,gravel,https://s.learnnavi.org/audio/vocab/10412.mp3,10412.mp3
nìkxap,[nɪ.ˈk'ap̚],adv. ,threateningly,https://s.learnnavi.org/audio/vocab/10344.mp3,10344.mp3
nìkxem,[nɪ.ˈk'ɛm],adv. ,vertically,https://s.learnnavi.org/audio/vocab/8636.mp3,8636.mp3
nìlam,[nɪ.ˈlam],adv. ,apparently,https://s.learnnavi.org/audio/vocab/7572.mp3,7572.mp3
nìlaw,[nɪ.ˈlaw],adv. ,clearly,https://s.learnnavi.org/audio/vocab/5184.mp3,5184.mp3
nìler,[nɪ.ˈlɛɾ],adv. ,steadily,https://s.learnnavi.org/audio/vocab/10820.mp3,10820.mp3
nìli,[nɪ.ˈli],adv. ,in advance,https://s.learnnavi.org/audio/vocab/7576.mp3,7576.mp3
nìlkeftang,[nɪl.kɛ.ˈftaŋ],adv. ,"continuously, incessantly, without stopping",https://s.learnnavi.org/audio/vocab/4744.mp3,4744.mp3
nìloho,[nɪ.ˈlo.ho],adv. ,surprisingly,https://s.learnnavi.org/audio/vocab/12995.mp3,12995.mp3
nìltsan,[nɪl.ˈt͡san],adv. ,well,https://s.learnnavi.org/audio/vocab/1284.mp3,1284.mp3
nìlun,[nɪ.ˈlun],adv. ,"of course, logically, following common sense",https://s.learnnavi.org/audio/vocab/7816.mp3,7816.mp3
nim,[nim],adj. ,"timid, shy",https://s.learnnavi.org/audio/vocab/8040.mp3,8040.mp3
nìmal,[nɪ.ˈmal],adv. ,"trustingly, without hesitation",https://s.learnnavi.org/audio/vocab/8464.mp3,8464.mp3
nìmeyp,[nɪ.ˈmɛjp̚],adv. ,"weakly, loosely",https://s.learnnavi.org/audio/vocab/8680.mp3,8680.mp3
nìmun,[nɪ.ˈmun],adv. ,again,https://s.learnnavi.org/audio/vocab/1288.mp3,1288.mp3
nìmwey,[nɪm.ˈwɛj],adv. ,"calmly, peacefully",https://s.learnnavi.org/audio/vocab/5452.mp3,5452.mp3
nìmweypey,[nɪm.ˈwɛj.pɛj],adv. ,patiently,https://s.learnnavi.org/audio/vocab/5008.mp3,5008.mp3
nìn,[n·ɪn],vtr. ,look at,https://s.learnnavi.org/audio/vocab/1292.mp3,1292.mp3
nìNa'vi,[nɪ.ˈnaʔ.vi],adv. ,"like the Na'vi, Na'vily",https://s.learnnavi.org/audio/vocab/4648.mp3,4648.mp3
nìnäk,[nɪ.ˈnæk̚],adv. ,"by drinking, in a liquid way",https://s.learnnavi.org/audio/vocab/6940.mp3,6940.mp3
ninan,[ˈni.nan],adv. ,by reading,https://s.learnnavi.org/audio/vocab/7952.mp3,7952.mp3
nìnän,[nɪ.ˈnæn],adv. ,less,https://s.learnnavi.org/audio/vocab/8524.mp3,8524.mp3
nìnänän,[nɪ.ˈnæn.æn],adv. ,"decreasingly, less and less",https://s.learnnavi.org/audio/vocab/8532.mp3,8532.mp3
Ninat,[ni.ˈnat̚],prop.n. ,female singer of the Omatikaya Clan,https://s.learnnavi.org/audio/vocab/13072.mp3,13072.mp3
nìnew,[nɪ.ˈnɛw],adv. ,"voluntarily, willingly, by desire",https://s.learnnavi.org/audio/vocab/11684.mp3,11684.mp3
nìngay,[nɪ.ˈŋaj],adv. ,truly,https://s.learnnavi.org/audio/vocab/1296.mp3,1296.mp3
nìngong,[nɪ.ˈŋoŋ],adv. ,"lethargically, lazily",https://s.learnnavi.org/audio/vocab/8200.mp3,8200.mp3
ningyen,[ˈniŋ.jɛn],adv. ,"mysteriously, in a puzzling fashion",https://s.learnnavi.org/audio/vocab/9528.mp3,9528.mp3
nìno,[nɪ.ˈno],adv. ,"in detail, expansively, thoroughly",https://s.learnnavi.org/audio/vocab/6792.mp3,6792.mp3
nìnrra,[nɪ.ˈnṛ.a],adv. ,"proudly, with pride",https://s.learnnavi.org/audio/vocab/9104.mp3,9104.mp3
nìnu,[nɪ.ˈnu],adv. ,"failingly, falteringly, in vain, fruitlessly, not achieving the desired or expected end",https://s.learnnavi.org/audio/vocab/9812.mp3,9812.mp3
nìolo',[nɪ.o.ˈloʔ],adv. ,(together) as members of a clan,https://s.learnnavi.org/audio/vocab/8880.mp3,8880.mp3
nip,[n·ip̚],vin. ,"become stuck, get caught in something",https://s.learnnavi.org/audio/vocab/10488.mp3,10488.mp3
nìprrte',[nɪ.ˈpṛ.tɛʔ],adv. ,"pleasurably, gladly, with pleasure",https://s.learnnavi.org/audio/vocab/5588.mp3,5588.mp3
nìpxay,[nɪ.ˈp'aj],adv. ,"many, manily",https://s.learnnavi.org/audio/vocab/7544.mp3,7544.mp3
nìpxi,[nɪ.ˈp'i],adv. ,"especially, pointedly, unambiguously",https://s.learnnavi.org/audio/vocab/5164.mp3,5164.mp3
nìpxim,[nɪ.ˈp'im],adv. ,"erectly, rightly",https://s.learnnavi.org/audio/vocab/4384.mp3,4384.mp3
nìpxul,[nɪ.ˈp'ul],adv. ,"formidably, imposingly",https://s.learnnavi.org/audio/vocab/13215.mp3,13215.mp3
nìran,[nɪ.ˈɾan],adv. ,"basically, fundamentally, in essence",https://s.learnnavi.org/audio/vocab/9260.mp3,9260.mp3
nìrangal,[nɪ.ˈɾa.ŋal],adv. ,"wish (contrary to fact, with perfective or imperfective subjunctive)",https://s.learnnavi.org/audio/vocab/4232.mp3,4232.mp3
nìrìkxi,[nɪ.ɾɪ.ˈk'i],adv. ,"shakily, tremblingly",https://s.learnnavi.org/audio/vocab/11504.mp3,11504.mp3
nìronsrel,[nɪ.ˈɾon.sɾɛl],adv. ,"in imagination, by imagination",https://s.learnnavi.org/audio/vocab/7292.mp3,7292.mp3
nìsay,[nɪ.ˈsaj],adv. ,loyally,https://s.learnnavi.org/audio/vocab/13305.mp3,13305.mp3
nìsìlpey,[nɪ.sɪl.ˈpɛj],adv. ,hopefully,https://s.learnnavi.org/audio/vocab/9080.mp3,9080.mp3
nìskien,[nɪ.ˈski.ɛn],adv. ,to the right,https://s.learnnavi.org/audio/vocab/9964.mp3,9964.mp3
nìslele,[nɪ.ˈslɛ.lɛ],adv. ,by swimming,https://s.learnnavi.org/audio/vocab/7332.mp3,7332.mp3
nìsngä'i,[nɪ.ˈsŋæ.ʔi],adv. ,"originally, at first",https://s.learnnavi.org/audio/vocab/8120.mp3,8120.mp3
nìsngum,[nɪ.ˈsŋum],adv. ,"worryingly, fretfully",https://s.learnnavi.org/audio/vocab/7236.mp3,7236.mp3
nìso'ha,[nɪ.ˈsoʔ.ha],adv. ,enthusiastically,https://s.learnnavi.org/audio/vocab/8928.mp3,8928.mp3
nìsoaia,[nɪ.so.ˈa.i.a],adv. ,(together) as members of a family,https://s.learnnavi.org/audio/vocab/8876.mp3,8876.mp3
nìsok,[nɪ.ˈsok̚],adv. ,recently,https://s.learnnavi.org/audio/vocab/13176.mp3,13176.mp3
nìsteng,[nɪ.ˈstɛŋ],adv. ,similarly,https://s.learnnavi.org/audio/vocab/8036.mp3,8036.mp3
nìsti,[nɪ.ˈsti],adv. ,angrily,https://s.learnnavi.org/audio/vocab/5320.mp3,5320.mp3
nìsung,[nɪ.ˈsuŋ],adv. ,"besides, additionally, furthermore",https://s.learnnavi.org/audio/vocab/6348.mp3,6348.mp3
nìswey,[nɪ.ˈswɛj],adv. ,"optimally, best",https://s.learnnavi.org/audio/vocab/5160.mp3,5160.mp3
nìsyayvi,[nɪ.ˈsjaj.vi],adv. ,by chance or coincidence,https://s.learnnavi.org/audio/vocab/6388.mp3,6388.mp3
nìsyen,[nɪ.ˈsjɛn],adv. ,lastly,https://s.learnnavi.org/audio/vocab/5536.mp3,5536.mp3
nìsyep,[nɪ.ˈsjɛp̚],adv. ,"tightly, in an iron grip",https://s.learnnavi.org/audio/vocab/8676.mp3,8676.mp3
nìt'iluke,[nɪt.ˈʔi.lu.kɛ],adv. ,"neverendingly, forever",https://s.learnnavi.org/audio/vocab/11596.mp3,11596.mp3
nìtam,[nɪ.ˈtam],adv. ,enough,https://s.learnnavi.org/audio/vocab/1300.mp3,1300.mp3
nìteng,[nɪ.ˈtɛŋ],adv. ,"too, also, as well, likewise",https://s.learnnavi.org/audio/vocab/1304.mp3,1304.mp3
nìtengfya,[nɪ.ˈtɛŋ.fja],adv. ,"as, same way as (similar action)",https://s.learnnavi.org/audio/vocab/6556.mp3,6556.mp3
nìtkan,[nɪt.ˈkan],adv. ,"purposefully, deliberately",https://s.learnnavi.org/audio/vocab/9800.mp3,9800.mp3
nìtkanluke,[nɪt.ˈkan.lu.kɛ],adv. ,"accidentally, unintentionally",https://s.learnnavi.org/audio/vocab/9804.mp3,9804.mp3
nìToitsye,[nɪ.ˈto.i.t͡sjɛ],adv. ,German,https://s.learnnavi.org/audio/vocab/6788.mp3,6788.mp3
nitram,[nit.ˈɾam],adj. ,happy (of people),https://s.learnnavi.org/audio/vocab/4240.mp3,4240.mp3
nìtrrtrr,[nɪ.ˈtṛ.tṛ],adv. ,"on a daily basis, regularly",https://s.learnnavi.org/audio/vocab/6816.mp3,6816.mp3
nìtsim,[nɪ.ˈt͡sim],adv. ,"originally, in an original way, with originality",https://s.learnnavi.org/audio/vocab/8116.mp3,8116.mp3
nìtsìsyì,[nɪ.ˈt͡sɪ.sjɪ],adv. ,"by whispering, in a whisper",https://s.learnnavi.org/audio/vocab/8072.mp3,8072.mp3
nìtsleng,[nɪ.ˈt͡slɛŋ],adv. ,falsely,https://s.learnnavi.org/audio/vocab/11192.mp3,11192.mp3
nìtson,[nɪ.ˈt͡son],adv. ,"dutifully, as an obligation",https://s.learnnavi.org/audio/vocab/10160.mp3,10160.mp3
nìtstew,[nɪ.ˈt͡stɛw],adv. ,"bravely, courageously",https://s.learnnavi.org/audio/vocab/13217.mp3,13217.mp3
nìtsyìl,[nɪ.ˈt͡sjɪl],adv. ,by climbing,https://s.learnnavi.org/audio/vocab/8480.mp3,8480.mp3
